id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
7065,XIPO 1999,25.000.000 đ,58.73 tr,68.95 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","do cần tiền làm ăn nên cần chia sẽ đam mê lại cho anh em .
Xipo 1999, máy móc zin, êm, xe gắt đép nổ
dàn áo đúng đời 1999 liền lạc.
dàn chân mới sơn tút lại
xem em tại nhà 
cầu rạch dơi xã nhơn đức huyện nhà bè HCM
zalo *** Em Thủ",Suzuki,Sport / Xipo,1999,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125184704.htm
7066,xe dư dùng cần bán,16.800.000 đ,8.43 tr,9.89 tr,"Xã Phước Lộc, Huyện Nhà Bè, Tp Hồ Chí Minh","xe nhà ko chay lên bán xe sd tôt xe @ lên dàn áo ý 2010
sdt@909871571",Honda,@,2002,100000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125185862.htm
7067,XIPO 1999,25.000.000 đ,58.73 tr,68.95 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","do cần tiền làm ăn nên cần chia sẽ đam mê lại cho anh em .
Xipo 1999, máy móc zin, êm, xe gắt đép nổ
dàn áo đúng đời 1999 liền lạc.
dàn chân mới sơn tút lại
xem em tại nhà 
cầu rạch dơi xã nhơn đức huyện nhà bè HCM
zalo *** Em Thủ",Suzuki,Sport / Xipo,1999,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125184704.htm
7068,Xipo 1999 bao ken,25.000.000 đ,58.73 tr,68.95 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","xe đẹp, máy im, mới dọn từ trong ra ngoài bao keng
deplao 962ba62 khong4",Suzuki,Sport / Xipo,1999,200,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125183928.htm
7069,Bán SH 125 CBS 2024 đã đi 10k KM chính chủ BS tỉnh,69.000.000 đ,75.76 tr,88.93 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","ần bán SH 125 CBS đời 2024, chính chủ tôi đứng tên, giấy tờ đầy đủ, sang tên nhanh gọn. Xe đã đi 10.000 km, bảo dưỡng định kỳ tại hãng, máy móc êm ái, vận hành mượt mà.

Ngoại hình: Xe còn rất mới, không trầy xước, màu sơn bóng đẹp.
Tình trạng: Xe nguyên bản 100%, chưa độ chế, lốp còn mới, mọi chức năng hoạt động hoàn hảo.
Ưu điểm: Đã dán PPF bảo vệ từ lúc mua, tiết kiệm xăng, đi lại cực kỳ thoải mái.
Giao dịch tại nhà riêng để đảm bảo an toàn và minh bạch. Xem xe trong tuần, vui lòng báo trước để sắp xếp thời gian phù hợp.

Cò lái né dùm em. Mấy anh chị ép giá chịu k nổi.",Honda,SH,2024,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125082841.htm
7070,Bán Attila 2010,4.900.000 đ,3.53 tr,4.15 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Cần bán xe Attila đã lên zommer cafe.xe có giấy đăng ký.Máy êm.nồi mới làm.xem xe nhà bè.TPHCM,SYM,Attila,2011,123456,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125017718.htm
7071,Xe NVX 155 V1 khoá chìa 2019,24.700.000 đ,22.99 tr,26.99 tr,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","Cần bán lại chiếc Nvx như hình. Biển số 81. Xe đẹp nguyên zin. Xe có lắp sẵn còi hú chống trộm, xe bán cho người dùng, miễn tiếp các bên thu mua xe cũ ạ",Yamaha,Nvx,2019,35000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124277175.htm
7072,"Sirius chính hãng, GTĐĐ. Máy 58mm. BSTP, mới cứng",9.000.000 đ,7.61 tr,8.93 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Do nhà dư, không ai chạy. Cần bán
máy full 58. Bao êm, dàn chân, dàn áo mới cứng. 
Biển 9 nút",Yamaha,Sirius,2014,13000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125150062.htm
7073,cần tiền gấp ra đi vespa chính chủ ***,22.000.000 đ,35.7 tr,41.9 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Kẹt tiền em cần ra đi gấp xe sớm nhất, giá này thì đừng trả hay bớt nữa nha mấy anh chị
Liên hệ *** giùm em ạ",Piaggio,Vespa,2017,27000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125082407.htm
7074,chính chủ SH 150 dk 2013 màu trắng dán decal xanh,42.500.000 đ,44.98 tr,52.8 tr,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","Đã thay smart key
Bao sang tên
Fix nhẹ cho anh em thay màu decal
xem xe tại 219 Nguyễn Hữu Thọ, Long Thới , Nhà bè",Honda,SH,2013,70000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125080524.htm
7075,"Bán xe vario 150, 2019,",35.000.000 đ,30.13 tr,35.37 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe đang sử dụng, bảo dưởng chính hãng, máy xe gin",Honda,Vario,2019,67000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125076824.htm
7076,Tìm chủ mới cho Huyền Thoại,20.000.000 đ,11.95 tr,14.03 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Không phải giới thiệu về một huyền thoại. 
Máy chuẩn thầm thì...như hơi thở
Dọn kiểng nguyên bản. 
Tinh tươm từng chi tiết....nhà dùng, ra vào đi chợ...
Thay vì chạy theo xu hướng xe điện bất ổn, tính an toàn. 
Để lại cho ai đồng điệu, thích ngắm cái chill Sg. Thật chầm chậm. 
Mấy em, cháu nữ sinh trong tà áo dài đi học thì đẹp phải biết. Hay một góc nào đó decor.
Bớt nhẹ nhàng lộc cho ae thiện chí đến xem, mua.",Honda,Cub,1993,10000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125067698.htm
7077,Nhà dư chiếc sỉius bán cho ai cần,8.000.000 đ,8.35 tr,9.81 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Mọi chức năng đều tốt
Mua về đổ xăng là chạy thôi",Yamaha,Sirius,2017,20000,Đã sử dụng,Xe số,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125063179.htm
7078,Suzuki bandit 150cc 2019 odo 20000,29.000.000 đ,26.52 tr,31.13 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe ít đi chưa đâm đụng sửa chữa, trầy xước yên nhẹ do mèo cào, có thể alo để xem xe trực tiếp",Suzuki,GSX,2019,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125050202.htm
7079,DuCati 110cc,9.700.000 đ,8.8 tr,10.33 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",Ket tien nen ban gấp em này.xe moi bảo dưỡng xong.thay binh xăng con moi tin.may thi êm ru.chay mạnh.ae ket di cape di lam ok nha.e ban bao tranh chấp toan quoc,Ducati,Dòng khác,2018,10000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125002887.htm
7080,sh 300i,149.000.000 đ,44.41 tr,52.13 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Hàng nóng lại về 300i2016 
Xe zin chưa chạm
ohlin mới hộp
kn mới 
vỏ michenlin mới 

dá vào việc liền 14x muốn sao muốn ạ

sdt ***",Honda,SH,2016,13000,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125000854.htm
7081,XIPO 1999,25.000.000 đ,58.73 tr,68.95 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","do cần tiền làm ăn nên cần chia sẽ đam mê lại cho anh em .
Xipo 1999, máy móc zin, êm, xe gắt đép nổ
dàn áo đúng đời 1999 liền lạc.
dàn chân mới sơn tút lại
xem em tại nhà 
cầu rạch dơi xã nhơn đức huyện nhà bè HCM
zalo *** Em Thủ",Suzuki,Sport / Xipo,1999,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/125184704.htm
7082,cần bán lại future để lâu không chạy tới,15.000.000 đ,14.3 tr,16.79 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Future 2001 cho anh em hoài niệm
Xe của gia đình sử dụng đó giờ
Xe chạy bình thường",Honda,Future,2002,10000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124945421.htm
7083,cần bán lại satria ít đi,23.500.000 đ,19.92 tr,23.38 tr,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","-Cần bán satria biển số SG , chính chủ 
- Odo hơn 25000 , bao không tua 
- Xe đang đi cấu hình pxl , Họng swr ECU redleo v2, Lọc gió kn real
- xe ngoại hình leng keng , nhiều đồ kiểng 
-Heo sau mufac , pen đạp brembo ,heo trước accossato",Suzuki,Satria,2019,25000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124929460.htm
7084,Cần bán xe máy,8.500.000 đ,7.62 tr,8.94 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Cần bán xe ab năm 2008 xe nguyên xin . ít đi. có giấy tờ cavet đầy đủ. Có hợp đồng mua bán . Xe còn rất đẹp. Xem là thích ngay. Ai cần liên hệ ngay nhé.,Honda,Air Blade,2008,11000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124924500.htm
7085,xe air blade,8.500.000 đ,7.62 tr,8.94 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Bán airblade chính chủ máy móc còn rất êm, ngoại hình đẹp sạch sẽ, mọi chức năng hoạt động tốt, giấy tờ đầy đủ hợp lệ, xem xe tại nhà, biển TPHCM 9 nút
***",Honda,Air Blade,2008,80000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124899062.htm
7086,Vario 150c 2021 chính chủ ký sang tên trong ngày,37.500.000 đ,32.11 tr,37.7 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","Anh chị em nào cần thì inbox xem xe xe đẹp 90% 
Sang tên trong ngày",Honda,Vario,2021,26000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124877070.htm
7087,Bán lại xe Ab mắt cú mới dọn,16.500.000 đ,15.9 tr,18.67 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe mới dọn mới do đã mua xe mới nên cần bán lại ai mua đi làm thoải mái nha
 xe chạy kỹ còn mới
 biển số tỉnh, có cavet chủ củ nên chạy đi làm thoải mái nha ai mua liên hệ mình xem xe nhé.. không bán cho cò lái kỳ kèo về giá 
 mình không phải cò mua bán xe gì hết nha",Honda,Air Blade,2015,35000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124792421.htm
7088,Wave Thái 110 ME 9c,24.000.000 đ,17.45 tr,20.48 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Wave Thái 110 ME bst 9c hổ trợ rút hs gốc ...
Máy rớt vệ sinh bao im nhẹ xe ..
Đồ zin còn nhiều không lai tạp Đầu lòng ic mobin volang đúng zin hết
Pô 1985 zin
Nice zin
Gác chân dài zin 
kb zalo trao đổi 💓
kV : TP HCM - Cần Giuộc Long An",Honda,Wave,2000,50,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124792177.htm
7089,"SH150i CBS Nhà Bè – Xe Chính Chủ, Bao Sang Tên!",81.000.000 đ,58.13 tr,68.25 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","BÁN SH150i CBS ĐẸP CHUẨN - GIÁ CHỈ 81 TRIỆU - XE CHÍNH CHỦ, BAO SANG TÊN

Thông tin chi tiết:

Dòng xe: Honda SH150i CBS

Biển số: TP.HCM

Tình trạng: Xe chính chủ, sử dụng kỹ, máy êm, không đâm đụng

Odo: Đi ít, bảo dưỡng định kỳ đầy đủ

Màu sắc: Đỏ mận sang trọng

Giá bán: 81 triệu đồng

Vị trí xe: Nhà Bè - TP.HCM


Cam kết:

Xe không lỗi, không ngập nước

Giấy tờ đầy đủ, công chứng nhanh trong ngày

Bao test thợ thoải mái


Liên hệ ngay: *** (call/zalo) để xem xe trực tiếp tại Nhà Bè
Ưu tiên khách thiện chí",Honda,SH,2018,71000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124784304.htm
7090,Cần bán xe Honda PCX 2020,52.000.000 đ,39.39 tr,46.24 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","Cần bán xe Honda PCX 150cc 2020, màu đen nhám. Xe chính chủ, biển số thành phố. Xe đã đi được ~15.000 km, tình trạng còn rất tốt, bảo dưỡng định kỳ tại hãng. Giá bán: 52.000.000đ
Liên hệ: ***
Xem xe tại Nhà Bè, TpHCM 
Không tiếp cò lái nhé,cám ơn",Honda,PCX,2020,15000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124778813.htm
7091,Du xe nên bán cho ai cần,4.800.000 đ,6.83 tr,8.02 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe ngon chạy bén cho a c e đi làm,Yamaha,Luvias,2013,100000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124760823.htm
7092,"Xe Sh 125i lướt,dki t12/2024.odo 3500km zin 99.9%",69.000.000 đ,75.76 tr,88.93 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Chính chủ bán xe Sh 125i cbs lướt ,mới 99,99% so với xe mới dắt hãng.Mua mới được hơn 3 tháng ,đăng kí 19/12/2024. do xe cao quá nên mình chạy ko phù hợp với mình, xe chạy hơn 3000km, ko dâm đụng va chạm … bao thợ check tes thoải mái. Xe lắp thêm ctac tắt đèn và bộ khoá Slock chống trộm chống hao bình tại hãng Honda hơn 2 triệu. Giá công khai 69 triệu. (Bao biển tp hcm +4,5 củ nữa nhé) đỡ được gần 12 củ so vs xe mới.Ai có nhu cầu liên hệ m",Honda,SH,2024,3500,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/123862482.htm
7093,bán xe,44.000.000 đ,36.71 tr,43.1 tr,"Xã Phước Lộc, Huyện Nhà Bè, Tp Hồ Chí Minh","cần bán airblade 160 
giấy tờ đầy đủ
chính chủ (bao sang tên)
tình trạng xe bình thường không một vấn đề (nồi hơi kêu) zin từ A đến Z không độ chế
điện đề đèn đầy đủ
odo 24.500
tặng thêm cho ae cặp phuộc mua về chỉ ngắm chưa gắn lần nào.",Honda,Air Blade,2023,24500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124722526.htm
7094,2 xe cần bán có bớt bstp hết,28.000.000 đ,14.57 tr,17.1 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Ab 2008 úp thái dọn kiểng
Winner máy zin ít món
Ae cần alo e
Bstp uỷ quyền e đứng cần sang tên bất cứ lúc nào thì sang sang tên tự lo
Xe đang ở nhà bè 
Ai mua nhanh lẹ có bớt xíu",Honda,Winner,2018,250075,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124716421.htm
7095,DO KHÔNG CÓ NHU CẦU SỬ DỤNG NÊN BÁN XE 67,9.000.000 đ,4.75 tr,5.58 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Do nhà trật nên mình cần bán xe 67 đã qua sử dụng.,Honda,67,2016,500,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124693248.htm
7096,BÁN XE NVX,50.000.000 đ,,,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe NVX bấn gấp trong tuần 
Còn thương lượng 
Liên hệ dương",Yamaha,Nvx,2023,35000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124684973.htm
7097,Xe Vario 125 2019 Smart Key - Chính Chủ,29.500.000 đ,30.13 tr,35.37 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe dư dùng mình cần bán xe Vario 125 2019 đã lên Smart Key an toàn của SH không phải khóa cơ như bản tiêu chuẩn.
- Thay nhớt số nhớt máy định kỳ, không ngập nước, chạy êm. 
- Màu Vàng Cát
- Odo: 90,000 km
- Một đời chủ, biển số tỉnh Chính chủ Ký tên, giao dịch tại HCM. 

CÒN TIN CÒN XE. Anh/Em thiện chí vui lòng liên hệ mình nhé. Cảm ơn Anh/ Em!",Honda,Vario,2019,90000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124455994.htm
7098,xe bao êm nha đèn kèn đề nhan đầy đủ,7.000.000 đ,5.95 tr,6.98 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",Xe giấy để honda. Xe dàn chân cứg cáp bao đẹp. Dàn áo liền lạc. Xe chạy lên ga như xe điện. Xe ít hao xăg nha. Máy thì êm ru. Thắg đỉa sài ok. Xe ngon lành nha a/e,Honda,Spacy,2006,34000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124647221.htm
7099,Wave s110 xe zin còn rất mới,10.800.000 đ,22.15 tr,26 tr,"Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh","Tinh trang xe nguyen zi n còn rất đẹp ae cày
 bừa chở hàng bstp chính chủ bao Công chứng",Honda,Wave,1999,3100,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124643099.htm
7100,bán sh ý trắng đen sm110 2012 máy zin chao zin,219.000.000 đ,101.46 tr,119.11 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Bán sh ý trắng sporty đời 2012 sm 110 
Máy móc nguyên zin, chao đầu chưa mở
Bstp gánh dễ nhìn 8008 l, uỷ quyền hay sang tên đều được mình chính chủ đi thu hồi hồ sơ.
Xe có trầy tróc sơn theo năm tháng raất nhỏ ko đáng kể, chủ yếu cục máy nguyên zin chạy nhẹ êm.
Có khoá smk zin honda350i
Mình bán giá 219tr. Còn bớt cf nhẹ nhàng cho ai mua nhanh gọn
Cảm ơn ae xem tin!",Honda,SH,2012,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124593446.htm
7101,Chia sẻ đam mê dòng xe huyền thoại,280.000.000 đ,16.88 tr,19.82 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Hải quan chính chủ sang tên toàn quốc, xe bảo dưỡng tốt ae cần liên hệ nhé. Xe đã vào 1 số đồ chơi chính hãng",Honda,Dòng khác,2015,18000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124559665.htm
7102,Bán xe Vario đời 2022 có trả góp,43.800.000 đ,32.95 tr,38.68 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Loại xe:vario160 ABS( ae trả trước 60% xe lấy xe về chạy)
- Date : 2022
- Màu sắc :trẮng
- Odo : 1 van ~~
- Bs : # 59p3 30426
 - Cam kết Máy móc nguyên zin bao chưa đụng chạm bất cứ thứ gì .
- Bảo hành máy móc 6th, điện lửa sạc 3th , bình acquy 1th . 
- Hỗ trợ sang tên rút hồ sơ nếu quý khách có yêu cầu .
- Hỗ trợ trực tiếp cửa hàng hoặc qua Ngân Hàng
- mình bán chỉ :43.8000.000 vnd( nhận giao lưu xe khác )
- Hỗ trợ vận chuyển cho ae các tỉnh .",Honda,Vario,2022,0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124508431.htm
7103,"Wave Alpha 2002 lốc đen, máy móc nguyên zin",15.500.000 đ,10.55 tr,12.38 tr,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe phụ nữ đi nên rất kĩ
Máy móc zin chưa đụng chạm 
xe còn rất đẹp 
Giấy tờ bao tranh chấp, có làm giấy mua bán với chủ",Honda,Wave,2002,59000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124469805.htm
7104,"Xe AB 2022 không trầy, không đâm đụng, giá rẻ",35.000.000 đ,34.12 tr,40.05 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe AB 2022 chạy được 40.000km màu đen nhám, không đâm đụng, không trầy xước.
Anh chị coi xe tại Nhà Bè, TPHCM. Giá ra đi 35tr, thiện chí giảm cho anh chị có nhu càu.",Honda,Air Blade,2022,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124362347.htm
7105,Bán xe yamaha bws 125 chính chủ sang tên,15.000.000 đ,6.09 tr,7.14 tr,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","Xe chính chủ biển số Hcm, máy móc chưa bung, không độ chế nhiều. Mua về chạy ngay. Lh để biết thêm thông tin",Yamaha,Dòng khác,2011,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124346110.htm
7106,sh 150 vn,49.000.000 đ,44.98 tr,52.8 tr,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","Kẹt tien bán gap xe nha dang su dung,
May moc nguyen ban em ru.
Giay to day du.
Lh xem xe tai nhà 
Có bớt it.
Thanks!",Honda,SH,2013,60000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124270688.htm
7107,AB_160_2024 chạy 670km mới toanh - chính chủ bán,63.000.000 đ,37.85 tr,44.43 tr,"Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","#AB160_2024_Chạy 670km từ hãng về rồi đi cafe

👉Ngay chính chủ cần bán xe còn thơm mùi hãng biển số long an 62AN - 102.07 Chính chủ công chứng nhanh lẹ. Giá 63 triệu đồng

- Màu xám đỏ zin theo giấy
- ODO 670km
- Ngoại Hình Đẹp Liền Lạc 
- Ốc Tán Zin Sáng Đẹp 
- Máy Móc Nguyên Zin 
- Đã gắn dàn inox sịn bảo vệ vài triệu sẵn về chỉ việc đi

 Giá 63 triệu đồng (fix nhanh lẹ)

☎️Lh *** em Khôi",Honda,Air Blade,2024,670,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/124252591.htm
