id,title,description,Dòng xe,description_cleaned,title_cleaned,content
6983,Xe cần bán,"Xe cần bán.
Xe máy yêm 
Xe hoạt động bình thường 
Xe giấy tờ đầy đủ 
Ai cần liên lạc nhé.",Dòng khác,xe_máy_yêm hoạt_động bình_thường giấy_tờ đầy_đủ liên_lạc,,xe_máy_yêm hoạt_động bình_thường giấy_tờ đầy_đủ liên_lạc 
6984,cần bán,Cần bán future x 125 xe còn zin 95/% chưa rớt đầu.chính chủ đứng tên.biển số đẹp.ae cần lh:***,Future,future 125 zin 95 rớt đầu chủ đứng_tên biển đẹp anh_em lh,,future 125 zin 95 rớt đầu chủ đứng_tên biển đẹp anh_em lh 
6985,Wave thái 110ME bstp chính chủ,"Wave thái 110ME bstp chính chủ
Xe zin theo năm tháng 
Máy êm ru k hú hí 
Phuộc nice zin 
Ae về đổ xăng là chạy 
Fix cho ai nhanh lẹ",Wave,wave thái 110me bstp chủ zin máy êm_ru không hú_hí phuộc nice zin anh_em đổ xăng chạy fix lẹ,wave thái 110me bstp chủ,wave thái 110me bstp chủ zin máy êm_ru không hú_hí phuộc nice zin anh_em đổ xăng chạy fix lẹ wave thái 110me bstp chủ
6986,Bán gấp chiếc sirus ngon lành máy bao êm,"Cần bán gấp xe đẹp sạch sẽ cứng cáp đề là nổ 
Xe chính chủ 
Giá 7tr5",Sirius,gấp đẹp sạch_sẽ cứng_cáp đề nổ chủ giá 7tr5,gấp sirus ngon_lành máy bao êm,gấp đẹp sạch_sẽ cứng_cáp đề nổ chủ giá 7tr5 gấp sirus ngon_lành máy bao êm
6987,Wave đỏ đen 2014,"Xe chính chủ 
Odo 73000 KM
Xem xe tại nhà không sợ bị lừa",Wave,chủ odo 73000 km không sợ lừa,wave đỏ_đen 2014,chủ odo 73000 km không sợ lừa wave đỏ_đen 2014
6988,"Cần bán 1S9A BSTP Chính Chủ , sang tên 1p30s","Nhà dư dùng cần bán chiếc xe ex 135 1s9a CTD , xe xuống full 2010 luôn pô zin 2010 , chẳng 3 2010 , choá zipat 2 tầng , phuộc rcb 
Máy 57 làm hơn chục tr chạy bao êm như cái máy điện , mỗi cái garanti hình như dũ đuôi pittong lúc có lúc không nhịp theo garinti nhỏ xíu ko ảnh hưởng gì máy móc tại chạy củg cả năm rồi , lên chạy êm ru , CAM KẾT máy khoẻ với chạy cực nhẹ xe lắm , êm như xe điện , ko sướng ko lấy tiền , bao ae test 69 kiểu , nói trước đở mất thời gian 2 bên , ae lái ép giá bỏ qua xe này 
Giá mog muốn 27,5tr , zá rẽ rồi nên ae nhanh gọn bớt chút xăg cộ xem xe , về lấy cày bừa chạy grap bao Ngon , ít hao xăng gần 50km/l
Xe BSTP chính chủ sang tên công chứng hay uỷ quyền đều được , xem xe bệnh viện xuyên á Hóc môn hoặc Cầu vượt Củ chi",Exciter,dư ex 135 1s9a ctd full 2010 pô zin 2010 chẳng 2010 choá zipat tầng phuộc rcb máy 57 chục tr chạy bao êm máy_điện garanti hình_như dũ đuôi pittong không nhịp garinti nhỏ_xíu không ảnh_hưởng máy_móc chạy củg chạy êm_ru cam_kết máy khoẻ chạy cực nhẹ lắm êm điện không sướng không tiền bao anh_em test 69 kiểu đở anh_em lái ép_giá bỏ_qua giá mog 27 tr zá rẽ anh_em gọn bớt chút xăg cộ cày bừa chạy grap bao ngon hao xăng 50km bstp chủ sang_tên công_chứng uỷ_quyền bệnh_viện xuyên hóc_môn cầu_vượt củ_chi,1s9a bstp chủ sang_tên 1p30s,dư ex 135 1s9a ctd full 2010 pô zin 2010 chẳng 2010 choá zipat tầng phuộc rcb máy 57 chục tr chạy bao êm máy_điện garanti hình_như dũ đuôi pittong không nhịp garinti nhỏ_xíu không ảnh_hưởng máy_móc chạy củg chạy êm_ru cam_kết máy khoẻ chạy cực nhẹ lắm êm điện không sướng không tiền bao anh_em test 69 kiểu đở anh_em lái ép_giá bỏ_qua giá mog 27 tr zá rẽ anh_em gọn bớt chút xăg cộ cày bừa chạy grap bao ngon hao xăng 50km bstp chủ sang_tên công_chứng uỷ_quyền bệnh_viện xuyên hóc_môn cầu_vượt củ_chi 1s9a bstp chủ sang_tên 1p30s
6989,WINNERX ĐEN NHÁM ABS 2021 V2 UP V3 ZIN 100%,"WinnerX v2 2021 Zin 100%
Bản đặc biệt đen nhám có ABS
Odo 55000 km
Biển số Lâm Đồng
XE CHÍNH CHỦ
Máy móc còn êm, zin chưa bung

1. Đã up full dàn áo V3 và dán keo trong (áo up trước Tết, còn rất mới)

2. Có gắn che két nước bảo vệ

3. Có gắn mạch cảm biến tắt đèn ( đèn đi ban ngày tự động tắt, vào khu vực tối sẽ tự mở. Có thể tắt mở thủ công bằng cách nhấn passing 3 lần)

4. Có lên Smartkey chính hãng Honda của SH (ổ khoá zin vẫn còn)

5. Có cần số 2 chiều X1R (cần số zin vẫn còn)

6. Có cảng Rocket tránh móc váy bạn gái :) (cảng zin vẫn còn)

7. Có pat tăng sên âm đẹp và tránh trầy gắp khi siết ốc (pat tăng sên zin vẫn còn)

8. Pô zin, có gắn ốp pô Thái ( ốp pô zin vẫn còn giữ)",Winner X,winnerx v2 2021 zin 100 đen nhám abs odo 55000 km biển lâm_đồng chủ máy_móc êm zin bung up full dàn áo v3 dán keo áo up tết gắn che két bảo_vệ gắn mạch cảm_biến tắt_đèn đèn đi ban_ngày tự_động tắt tối tắt thủ_công_bằng nhấn passing smartkey hãng honda sh ổ_khoá zin chiều x1r zin cảng rocket móc váy gái cảng zin pat sên âm đẹp trầy gắp siết ốc pat sên zin pô zin gắn ốp pô thái ốp pô zin,winnerx đen nhám abs 2021 v2 up v3 zin 100,winnerx v2 2021 zin 100 đen nhám abs odo 55000 km biển lâm_đồng chủ máy_móc êm zin bung up full dàn áo v3 dán keo áo up tết gắn che két bảo_vệ gắn mạch cảm_biến tắt_đèn đèn đi ban_ngày tự_động tắt tối tắt thủ_công_bằng nhấn passing smartkey hãng honda sh ổ_khoá zin chiều x1r zin cảng rocket móc váy gái cảng zin pat sên âm đẹp trầy gắp siết ốc pat sên zin pô zin gắn ốp pô thái ốp pô zin winnerx đen nhám abs 2021 v2 up v3 zin 100
6990,Cần bán wave RSX 110,Cần bán xe wave RSX 110 như hình chạy được 7654km đèn đề xi nhan và kim xăng đủ giấy tờ đầy đủ trước mua ở cửa hàng vẫn còn giấy mua xe ở cửa hàng máy êm đề nhạy bs Q8 - TP HCM giá bán 6tr500 xe rất lợi xăng mình có bảo dưỡng thay nhớt hằng tháng mua về chỉ chạy thôi,Wave,wave rsx 110 hình chạy 7654km đèn đề xi_nhan kim xăng giấy_tờ đầy_đủ mua cửa_hàng giấy mua cửa_hàng máy êm đề nhạy bs q8 tp hcm giá 6tr500 lợi xăng bảo_dưỡng thay nhớt hằng mua chạy,wave rsx 110,wave rsx 110 hình chạy 7654km đèn đề xi_nhan kim xăng giấy_tờ đầy_đủ mua cửa_hàng giấy mua cửa_hàng máy êm đề nhạy bs q8 tp hcm giá 6tr500 lợi xăng bảo_dưỡng thay nhớt hằng mua chạy wave rsx 110
6991,Cần bán xe vision 2023 nhám chính chủ xe mới 99%,Kẹt tiền e cần bán vision 2023 chính chủ từ lúc mua mới. Xe đẹp 99% xem xe tại nhà . Xe nguyên zin chìa khóa samkey. Anh Chị mua liên hệ e nha. E bớt tiền xăng cafe thôi nha.,Vision,kẹt tiền vision 2023 chủ mua đẹp 99 nguyên zin chìa khóa samkey anh_chị mua liên_hệ nha bớt tiền xăng cafe nha,vision 2023 nhám chủ 99,kẹt tiền vision 2023 chủ mua đẹp 99 nguyên zin chìa khóa samkey anh_chị mua liên_hệ nha bớt tiền xăng cafe nha vision 2023 nhám chủ 99
6992,sh ý 102 150cc,"Xe nhập nguyên con từ italia,150cc,số máy 102.ngay chủ ký giấy,tình trạng xe có làm đầu cạo khói,máy móc nguyên zin,xe không vết trầy,đã dán keo nguyên chiếc và trang bị thêm ổ khoá smakey,ace quan tâm thì lh ạ",SH,nhập nguyên italia 150cc máy 102 chủ ký giấy làm_đầu cạo khói máy_móc nguyên zin không vết trầy dán keo nguyên trang_bị ổ_khoá smakey anh_chị_em lh,sh 102 150cc,nhập nguyên italia 150cc máy 102 chủ ký giấy làm_đầu cạo khói máy_móc nguyên zin không vết trầy dán keo nguyên trang_bị ổ_khoá smakey anh_chị_em lh sh 102 150cc
6993,Sonic 2020 còn thươg lượng,xe mua chính chủ 2020 cần bán giá còn thương lượng gọi số ***,Sonic,mua chủ 2020 giá thương_lượng,sonic 2020 thương_lượng,mua chủ 2020 giá thương_lượng sonic 2020 thương_lượng
6994,Cần bán xe Wave Thái 125cc còn mới,"Xe Wave Thái 125cc đẹp, giấy tờ chính chủ, bao công chứng. Anh chị em nào quan tâm thì liên hệ nhé",Wave,wave thái 125cc đẹp giấy_tờ chủ bao công_chứng anh_chị_em liên_hệ,wave thái 125cc,wave thái 125cc đẹp giấy_tờ chủ bao công_chứng anh_chị_em liên_hệ wave thái 125cc
6995,Honda Airblade ❤️ 59C2_12886 ❤️,"Nhà có chiếc xe Honda air blade biển 59C2_12886 
xe giấy tờ đầy đủ (không chính chủ )
Xe máy móc chạy bình thường 
xe đang sử dụng Anh em có nhu cầu liên hệ( có giao lưu với các loại xe khác)",Air Blade,honda air blade biển 59c2_12886 giấy_tờ đầy_đủ không chủ xe_máy_móc chạy bình_thường anh_em nhu_cầu liên_hệ giao_lưu,honda airblade yêu 59c2_12886 yêu,honda air blade biển 59c2_12886 giấy_tờ đầy_đủ không chủ xe_máy_móc chạy bình_thường anh_em nhu_cầu liên_hệ giao_lưu honda airblade yêu 59c2_12886 yêu
6996,Xe wave nhỏ Giá2tr5 có thương lượngmáy mócvẫn khỏe,Xe vẫn còn chạy OK chạy đi làm vẫn đc nếu muốn chạy sang thì mua về dọn lại,Wave,chạy ok chạy đi chạy mua dọn,wave giá2tr5 thương lượngmáy mócvẫn_khỏe,chạy ok chạy đi chạy mua dọn wave giá2tr5 thương lượngmáy mócvẫn_khỏe
6997,Cần bán xe để đối xe tay ga,Cần bán xe để đổi xe tay ga sang tên công chứng ủy quyền xe chính chủ ai có nhu cầu liên hệ,Exciter,đổi ga sang_tên công_chứng_ủy quyền chủ nhu_cầu liên_hệ,đối ga,đổi ga sang_tên công_chứng_ủy quyền chủ nhu_cầu liên_hệ đối ga
6998,piago,Xe ý máy zin 1 đời chủ ae thiện chí liên hệ e,Vespa,máy zin đời chủ anh_em thiện_chí liên_hệ,piago,máy zin đời chủ anh_em thiện_chí liên_hệ piago
6999,Cần bán xe wave s 110 biển số thành phố,"Mình cần bán xe wave s 110 như hình bstp .giấy tờ đầy đủ xe máy máy móc zin .đầy đủ chức năng giá 7,1tr",Wave,wave 110 hình bstp giấy_tờ đầy_đủ xe_máy máy_móc zin đầy_đủ chức_năng giá tr,wave 110 biển thành_phố,wave 110 hình bstp giấy_tờ đầy_đủ xe_máy máy_móc zin đầy_đủ chức_năng giá tr wave 110 biển thành_phố
7000,Bán xe wave như hình,Mua cho con không đi bán lai cho ai có ý định mua xe mới đỡ được vài triệu. Xe chính chủ,Wave,mua không đi lai ý_định mua đỡ triệu chủ,wave hình,mua không đi lai ý_định mua đỡ triệu chủ wave hình
7001,Xe cần bán,"Xe cần bán .
Xe chạy bình thường .
A chị nào cần liên lạc nhé.
Giấy tờ đầy đủ",Magic,chạy bình_thường anh_chị liên_lạc giấy_tờ đầy_đủ,,chạy bình_thường anh_chị liên_lạc giấy_tờ đầy_đủ 
7002,dư ko chạy cần bán xe giá cả thương lượng,"Xe máy êm chạy còn ngon
Xe bảo dưỡng đình kỳ đúng km 
Xe KCC 
LH:***",Exciter,xe_máy êm chạy ngon bảo_dưỡng đình kỳ km xe_kcc lh,dư không chạy giá_cả thương_lượng,xe_máy êm chạy ngon bảo_dưỡng đình kỳ km xe_kcc lh dư không chạy giá_cả thương_lượng
7003,cần bán ex 135 giá cả thương lượng,"Máy móc ok 
Dàn áo còn mới 
Mới bảo dưởng xong 
Lh : ***",Exciter,máy_móc ok dàn áo bảo dưởng xong lh,ex 135 giá_cả thương_lượng,máy_móc ok dàn áo bảo dưởng xong lh ex 135 giá_cả thương_lượng
7004,Bán xe xoa tinBán xe xoa tin,"Bán xe xoa tin Bán xe xoa tinBán xe xoa tinBán xe xoa tin
Fádf

Ádf 
Ád
F
Ád 
Fá
Df
 Ád
Fád
F
Ád
F fffffffffffffffffffffffffffffffffffffffffffffffff",Liberty,xoa xoa tinbán xoa tinbán xoa fádf ádf ád ád fá df ád fád ád fffffffffffffffffffffffffffffffffffffffffffffffff,xoa tinbán xoa,xoa xoa tinbán xoa tinbán xoa fádf ádf ád ád fá df ád fád ád fffffffffffffffffffffffffffffffffffffffffffffffff xoa tinbán xoa
7005,Xe tay ga Vario 150 2018 Đen 96%,"Vario 150 BSTP Chính Chủ ( Hỗ trợ rút gốc sang tên ) 
👉 Màu sắc : Đen nhám zin
👉Dàn chân zin , ốc tán zin
👉Đăng kí : 2018 
👉 Odo : 18k
 BSTP: 59V2-91498

⚙️ : Máy móc nguyên zin đầu chao chưa chạm, nòi bảo dưỡng full nhẹ xe chất",Vario,vario 150 bstp chủ rút gốc sang_tên màu_sắc đen nhám zin dàn chân zin ốc tán zin đăng_kí 2018 odo 18k bstp 59v2 91498 máy_móc nguyên zin đầu chao chạm nòi bảo_dưỡng full nhẹ xe_chất,ga vario 150 2018 đen 96,vario 150 bstp chủ rút gốc sang_tên màu_sắc đen nhám zin dàn chân zin ốc tán zin đăng_kí 2018 odo 18k bstp 59v2 91498 máy_móc nguyên zin đầu chao chạm nòi bảo_dưỡng full nhẹ xe_chất ga vario 150 2018 đen 96
7006,VARIO 2018 125cc bs71 không chính chủ,"Cần bán vario 2018 125cc
Xe dàn ngoài đã dán decal đen full ( gốc áo đỏ đen )
Mây móc êm zin đã làm nồi bô
Mua bán bao tranh chấp, kèm cccd chủ xe cũ
Đang kẹt nên đã bán rẻ nhất chợ cho ae nhanh lẹ",Vario,vario 2018 125cc dàn dán decal đen full gốc áo đỏ_đen mây móc êm zin nồi bô mua_bán bao tranh_chấp kèm cccd chủ cũ kẹt rẻ chợ anh_em lẹ,vario 2018 125cc bs71 không chủ,vario 2018 125cc dàn dán decal đen full gốc áo đỏ_đen mây móc êm zin nồi bô mua_bán bao tranh_chấp kèm cccd chủ cũ kẹt rẻ chợ anh_em lẹ vario 2018 125cc bs71 không chủ
7007,Tay ga PS,Lớn tuổi ko còn sử dụng nữa nhượng lại cho ace nào có nhu cầu xe máy móc êm bstp chính chủ công chứng fix cafe cho ace nào mau le,PS,lớn_tuổi không nhượng anh_chị_em nhu_cầu xe_máy_móc êm bstp chủ_công_chứng fix cafe anh_chị_em mau le,ga ps,lớn_tuổi không nhượng anh_chị_em nhu_cầu xe_máy_móc êm bstp chủ_công_chứng fix cafe anh_chị_em mau le ga ps
7008,wave rsx 110 bstp 09c,"Wave rsx 110 máy zin 
Gtdd bstp 09c biển dễ nhìn 0011
Máy zin êm, Dàn áo lổi cánh bửng nhẹ, Ốc áo salaya Điện đề đầy đủ full chức năng 
Xem xe 68 đường tk8 xã bà điểm hóc môn",Wave,wave rsx 110 máy_zin gtdd bstp 09c biển 0011 máy zin êm dàn áo lổi cánh bửng nhẹ ốc áo salaya điện đề đầy_đủ full chức_năng 68 đường tk8 xã hóc_môn,wave rsx 110 bstp 09c,wave rsx 110 máy_zin gtdd bstp 09c biển 0011 máy zin êm dàn áo lổi cánh bửng nhẹ ốc áo salaya điện đề đầy_đủ full chức_năng 68 đường tk8 xã hóc_môn wave rsx 110 bstp 09c
7009,Cần bán mio ultimo màu xám,"xe đang đi, giấy tờ đầy đủ, có thể gặp mặt gdtt, có thương lượng",Mio,đi giấy_tờ đầy_đủ gặp_mặt gdtt thương_lượng,mio ultimo màu xám,đi giấy_tờ đầy_đủ gặp_mặt gdtt thương_lượng mio ultimo màu xám
7010,SIRIUS BSTP SIÊU BỀN MÁY ÊM CHẠY GIỌOC ĐIỆN ĐỀ ĐỦ,Anh em bạn bè kiếm xe hãng máy móc em ngon rẻ đẹp bền alo em nhé Em bán chiếc Sirius biển 59 Sài Gòn Tình trạng máy móc êm đề kèn xi nhan còn đủ cả Tóm lại mua về là chạy liền nhé cà vẹt đầy đủ yên tâm mua bán tại nhà,Sirius,anh_em bạn_bè kiếm hãng máy_móc ngon rẻ đẹp bền alo sirius biển 59 máy_móc êm đề kèn xi_nhan tóm mua chạy liền cà vẹt đầy_đủ yên_tâm mua_bán,sirius bstp siêu bền máy êm chạy giọoc điện đề,anh_em bạn_bè kiếm hãng máy_móc ngon rẻ đẹp bền alo sirius biển 59 máy_móc êm đề kèn xi_nhan tóm mua chạy liền cà vẹt đầy_đủ yên_tâm mua_bán sirius bstp siêu bền máy êm chạy giọoc điện đề
7011,xe AB fi 2010,"Xe nhập nguyên chiếc, phun xăng điện tử. Bao thợ thầy tess. Xem xe quận 12",Air Blade,nhập nguyên phun xăng điện_tử bao thợ thầy tess 12,ab fi 2010,nhập nguyên phun xăng điện_tử bao thợ thầy tess 12 ab fi 2010
7012,Bán xe tay ga như hình,"Nhà chật không chỗ để , nên cho em nó ra đi cho ai cần và yêu thích",Dòng khác,chật không chỗ đi yêu thích,ga hình,chật không chỗ đi yêu thích ga hình
7013,Ex côn tự động máy 65zz k9c btc bstp,"🛜Ex 1s9A BSTP BTC 67467 
🛜Cấu Hình Máy 65sph (MÁY MỚI CHẺ LÀM ZIN MỘC LÀM LÊN)
🛜Đầu Fasstek 22/25
🛜Lòng YCS Trái sịn
🛜BXc Uma 
🛜Pô Êm Đít Zin Thì Thầm
🛜Dàn ngoài leng keng sạch sẽ
🛜Giá chỉ 2x là ae sở hữu được con xe (CHẤT)
🛜Lên Sóng cho ae tham khảo trước, máy đang nổ rodai 🛜🛜
Ae cần alo:***
Xem xe khu vực hóc môn, mua bán tại nhà",Exciter,ex 1s9a bstp btc 67467 cấu_hình máy 65sph máy chẻ zin mộc đầu fasstek 22 25 ycs trái_sịn bxc uma pô êm đít zin thì_thầm dàn leng_keng sạch_sẽ giá 2x anh_em sở_hữu chất sóng anh_em tham_khảo máy nổ rodai anh_em alo hóc_môn mua_bán,ex côn tự_động máy 65zz k9c btc bstp,ex 1s9a bstp btc 67467 cấu_hình máy 65sph máy chẻ zin mộc đầu fasstek 22 25 ycs trái_sịn bxc uma pô êm đít zin thì_thầm dàn leng_keng sạch_sẽ giá 2x anh_em sở_hữu chất sóng anh_em tham_khảo máy nổ rodai anh_em alo hóc_môn mua_bán ex côn tự_động máy 65zz k9c btc bstp
7014,Win liên doanh ❤️ 27B1_03075 ❤️,"Nhà có chiếc win liên doanh biển 27B1_03075 
 xe giấy tờ đầy đủ 
xe máy móc chạy bình thường 
xe đang sử dụng để biết chi tiết coi xe tại nhà",Win,win liên_doanh biển 27b1_03075 giấy_tờ đầy_đủ xe_máy_móc chạy bình_thường chi_tiết coi,win liên_doanh yêu 27b1_03075 yêu,win liên_doanh biển 27b1_03075 giấy_tờ đầy_đủ xe_máy_móc chạy bình_thường chi_tiết coi win liên_doanh yêu 27b1_03075 yêu
7015,cần bán,"Dọn nhà dư mấy món đồ cần thanh lý￼
Cần số 67
Đuôi cá dứt lửa 67￼
Gác chân 67",Dòng khác,dọn dư mấy món đồ thanh_lý_￼ 67 đuôi cá dứt lửa 67 gác chân 67,,dọn dư mấy món đồ thanh_lý_￼ 67 đuôi cá dứt lửa 67 gác chân 67 
7016,Cần tiền bán xe,Do cần tiền việc cá nhân nên bán gấp . Xe dọn để chạy nên rất nâng niu . Ae xem xe sẽ biết bstp ( ko chính chủ ) . Về đổ xăng chạy ko cần làm gì thêm . Bs cũng đẹp đẹp,Wave,tiền gấp dọn chạy nâng_niu anh_em bstp không chủ đổ xăng chạy không bs đẹp đẹp,tiền,tiền gấp dọn chạy nâng_niu anh_em bstp không chủ đổ xăng chạy không bs đẹp đẹp tiền
7017,cầm đồ thanh lý xe Janus 2018 có CMC bs cà mau,"xe bs cà mau
ngoại hình trầy xước theo thời gian
odo 16000km
có căn cước CD chủ kèm theo
máy móc êm zin",Janus,bs cà_mau ngoại_hình trầy_xước odo 16000km căn_cước cd chủ kèm máy_móc êm zin,cầm_đồ thanh_lý janus 2018 cmc bs cà_mau,bs cà_mau ngoại_hình trầy_xước odo 16000km căn_cước cd chủ kèm máy_móc êm zin cầm_đồ thanh_lý janus 2018 cmc bs cà_mau
7018,Wave a đời mới odo 20.000km xe zin chính chủ,"Wave a đăng ký 10/2023
Xe zin êm odo 20.000km
Bs Sài Gòn Chính Chủ 
Nhanh gọn có fix 
Full bộ rổ HGV",Wave,wave đăng_ký 10 2023 zin êm odo 20.000 km bs chủ gọn fix full rổ hgv,wave đời_mới odo 20.000 km zin chủ,wave đăng_ký 10 2023 zin êm odo 20.000 km bs chủ gọn fix full rổ hgv wave đời_mới odo 20.000 km zin chủ
7019,xe ở gò vấp ạ,"Xe chạy ngon , mới , k chính chủ , có giấy mua bán tại cửa hàng",Raider,chạy ngon không chủ giấy mua_bán cửa_hàng,gò vấp,chạy ngon không chủ giấy mua_bán cửa_hàng gò vấp
7020,Honda Winner X 2020 ABS bstp chính chủ,"Cần bán xe Honda Winner X 2020 ABS xanh camo

bstp kí giấy sang tên toàn quốc

Xe đi luôn bảo dưỡng định kì, máy móc nguyên zin.

Xe chạy êm, bốc, đã thay nhớt & nước mát & lọc gió hãng, mua về chỉ việc chạy.

Đ/c: 361/61/18 Ấp 6, xã Đông Thạnh, huyện Hóc Môn, tp.HCM",Winner X,honda winner 2020 abs xanh camo bstp kí giấy toàn_quốc đi bảo_dưỡng định_kì máy_móc nguyên zin chạy êm bốc thay nhớt mát lọc gió hãng mua chạy 361 61 18 ấp xã đông_thạnh huyện hóc_môn tp hcm,honda winner 2020 abs bstp chủ,honda winner 2020 abs xanh camo bstp kí giấy toàn_quốc đi bảo_dưỡng định_kì máy_móc nguyên zin chạy êm bốc thay nhớt mát lọc gió hãng mua chạy 361 61 18 ấp xã đông_thạnh huyện hóc_môn tp hcm honda winner 2020 abs bstp chủ
7021,"Lead 125 chính hãng, dk 2013, bs tp","Honda lead 125 đã xử dụng.chính hãng Vietnam, màu đỏ,đăng ký 11/2013, biển số tp HCM, odo 175.000 . Có cavet đầy đủ, đang chạy bình thường, bảo trì hãng định kỳ, mua bán tại nhà",Lead,honda lead 125 xử_dụng hãng vietnam màu đỏ đăng_ký 11 2013 biển tp hcm odo 175.000 cavet đầy_đủ chạy bình_thường bảo_trì hãng định_kỳ mua_bán,lead 125 hãng dk 2013 bs tp,honda lead 125 xử_dụng hãng vietnam màu đỏ đăng_ký 11 2013 biển tp hcm odo 175.000 cavet đầy_đủ chạy bình_thường bảo_trì hãng định_kỳ mua_bán lead 125 hãng dk 2013 bs tp
7022,wave rsx 110,"Wave bstp 09c biển 0011 xem xe hóc môn
***
Máy zin êm, dàn áo cánh bửng lổi nhẹ còn lại ok
DC. 68 đường tk8 xã bà điểm huyện hóc môn",Wave,wave bstp 09c biển 0011 hóc_môn máy zin êm dàn áo_cánh bửng lổi nhẹ ok 68 đường tk8 xã huyện hóc_môn,wave rsx 110,wave bstp 09c biển 0011 hóc_môn máy zin êm dàn áo_cánh bửng lổi nhẹ ok 68 đường tk8 xã huyện hóc_môn wave rsx 110
7023,bán xe Dream như hình,"Xe draem tq dọn full super 
Dàn áo super phuộc super 
Ốc salaya full
Chân chống 
Máy 110
Ba ga xuồng 
Ba ga trước 
Phuộc sau gia công
Bô thuốc 
Bình wave s
Xe kv hóc môn
Sdt zalo ***",Dream,draem trung quốc dọn full super dàn áo super phuộc super ốc salaya full chân chống máy 110 ga xuồng ga phuộc gia_công bô thuốc bình wave kv hóc_môn sdt zalo,dream hình,draem trung quốc dọn full super dàn áo super phuộc super ốc salaya full chân chống máy 110 ga xuồng ga phuộc gia_công bô thuốc bình wave kv hóc_môn sdt zalo dream hình
7024,Cần bán gấp,"Ware thái chính chủ, cục 54 , dọn kiểng full bstp",Wave,ware thái chủ cục 54 dọn kiểng full bstp,gấp,ware thái chủ cục 54 dọn kiểng full bstp gấp
7025,xe nhà sử dụng còn rất tốt,"Giấy tờ đầy đủ bstp 
máy êm mạnh xe ko hư gì cả xe nhà sử dụng cần bán
Giá..3.5 fix ae 1 bình xăng nhớt mới thay
Xem xe hóc môn",Dòng khác,giấy_tờ đầy_đủ bstp máy êm không hư cần_bán giá 3.5 fix anh_em bình xăng nhớt thay hóc_môn,tốt,giấy_tờ đầy_đủ bstp máy êm không hư cần_bán giá 3.5 fix anh_em bình xăng nhớt thay hóc_môn tốt
7026,Lead 2007 dàn áo dàn nhựa còn đẹp.cặp vỏ mới,Lead 2007 dàn áo dàn nhựa còn đẹp.cặp vỏ mới.bstp giấy tờ đầy đủ.mua bán viết giấy tay bao tranh chấp.vì đi làm nên xem xe sau 5h chiều,Lead,lead 2007 dàn áo dàn nhựa đẹp cặp vỏ bstp giấy_tờ đầy_đủ mua_bán viết giấy bao tranh_chấp đi 5h chiều,lead 2007 dàn áo dàn nhựa đẹp cặp vỏ,lead 2007 dàn áo dàn nhựa đẹp cặp vỏ bstp giấy_tờ đầy_đủ mua_bán viết giấy bao tranh_chấp đi 5h chiều lead 2007 dàn áo dàn nhựa đẹp cặp vỏ
7027,Kẹt tiền cần bán xe wave a 100,Mình cần bán xe wave a 100 .đk năm 2011 biển số thành phố .máy móc êm zin giấy tờ đầy đủ giá 7tr .xem xe ở bà điểm .,Wave,wave 100 đk 2011 biển thành_phố máy_móc êm zin giấy_tờ đầy_đủ giá 7tr,kẹt tiền wave 100,wave 100 đk 2011 biển thành_phố máy_móc êm zin giấy_tờ đầy_đủ giá 7tr kẹt tiền wave 100
7028,winner v1 9c máy zin,"V1 9c máy zin xe đi 85k 
Xe hạ phuộc nhẹ đi mâm sonic 
Xe có sao nói vậy đỡ mất thời gian 2 bên 
Giá 14tr3 
Tks ae",Winner,v1 9c máy zin đi 85k hạ phuộc nhẹ đi mâm sonic đỡ giá 14tr3 thanks anh_em,winner v1 9c máy zin,v1 9c máy zin đi 85k hạ phuộc nhẹ đi mâm sonic đỡ giá 14tr3 thanks anh_em winner v1 9c máy zin
7029,Wave A ld hàn quốc,"Wave ld hàn quốc máy móc êm ấấm điện đề đề đầy đủ full chức năng
Dàn áo mới đẹp leng keng
Dàn chân cứng cáp.
Giấy tờ đầy đủ bao tranh chấp toàn quốc",Wave,wave ld hàn quốc máy_móc êm ấấm điện đề đề đầy_đủ full chức_năng dàn áo đẹp leng_keng dàn chân cứng_cáp giấy_tờ đầy_đủ bao tranh_chấp toàn_quốc,wave ld hàn_quốc,wave ld hàn quốc máy_móc êm ấấm điện đề đề đầy_đủ full chức_năng dàn áo đẹp leng_keng dàn chân cứng_cáp giấy_tờ đầy_đủ bao tranh_chấp toàn_quốc wave ld hàn_quốc
7030,noza FI.2013 ko đi zin ken máy zin êm thì thầm,bán noza FI.cuối 2012..không đi nguyên zin máy móc zin êm ru thì thầm.khỏi bàn..giấy tờ đầy đủ hộp lệ..biển số 15...xe mua lại lâu rồi..không đi bán tại nhà bao tranh chắp..lưu ý mình không thời gian trả lời tin nhắn..,Nozza,noza fi 2012 không đi nguyên zin máy_móc zin êm_ru thì_thầm bàn giấy_tờ đầy_đủ hộp lệ biển 15 ... mua không đi bao tranh chắp lưu_ý không trả_lời nhắn,noza fi 2013 không đi zin ken máy zin êm thì_thầm,noza fi 2012 không đi nguyên zin máy_móc zin êm_ru thì_thầm bàn giấy_tờ đầy_đủ hộp lệ biển 15 ... mua không đi bao tranh chắp lưu_ý không trả_lời nhắn noza fi 2013 không đi zin ken máy zin êm thì_thầm
